image_path,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y
400.116.15.2.jpg,219,351,477,310,420,425,110,415,461,553,415,709,402,766,378,791,392,791,170,602,466,643,479,648,397,701,296,587,452,559,416,626,290,518,488,520,169,457
400.117.13.2.jpg,227,340,493,295,448,401,141,395,507,531,467,710,463,753,439,781,451,773,205,615,507,608,517,617,448,693,356,579,487,533,464,603,324,499,517,507,191,451
400.118.16.2.jpg,203,321,465,299,425,406,99,370,485,522,462,717,464,741,442,769,457,765,211,623,485,608,500,615,448,698,327,575,450,513,460,610,302,492,500,503,161,445
400.119.16.1.jpg,194,350,478,325,409,416,93,424,455,532,432,710,434,748,413,781,427,772,171,684,470,629,472,626,406,707,305,604,435,537,413,619,289,512,468,508,141,481
400.12.16.2.jpg,229,342,468,305,438,409,131,397,475,504,443,655,452,694,440,717,450,711,192,631,458,577,473,604,419,656,322,559,461,515,426,586,295,499,495,496,180,459
400.121.15.1.jpg,225,341,496,314,438,419,122,383,471,535,426,716,432,760,408,777,423,774,189,635,469,625,482,634,412,692,317,576,454,534,426,610,306,505,483,518,167,459
400.122.17.2.jpg,218,322,487,285,428,390,129,393,476,524,461,653,470,709,443,731,459,725,181,614,473,586,485,596,427,673,320,560,421,507,414,580,305,486,470,495,174,446
400.123.16.2.jpg,204,347,498,334,437,427,99,381,476,556,422,716,424,758,402,779,415,772,161,616,478,630,489,639,395,696,300,574,445,541,433,623,280,513,488,535,143,457
400.124.18.1.jpg,235,354,506,310,430,420,135,422,479,540,443,687,443,745,420,770,434,765,171,660,480,621,488,633,417,682,337,603,463,549,432,620,302,525,498,512,170,484
400.125.17.1.jpg,205,313,464,287,404,392,111,392,461,504,423,653,429,698,415,714,425,708,178,616,466,570,478,576,403,639,308,549,439,509,418,567,282,466,447,474,146,436
400.126.17.2.jpg,239,332,485,281,444,394,127,408,502,496,486,648,481,710,454,737,470,734,212,620,508,574,519,586,446,663,355,563,469,496,464,575,313,481,516,468,166,457
400.13.14.1.jpg,216,351,495,323,440,427,125,428,482,532,461,663,465,719,442,736,456,730,184,658,485,596,503,607,436,670,313,568,466,533,447,603,303,524,504,516,166,477
400.130.9.2.jpg,219,347,501,290,456,412,116,430,499,527,482,691,486,726,452,746,476,740,199,631,507,605,511,619,449,687,350,576,474,519,459,602,303,501,516,501,168,478
400.131.9.2.jpg,217,323,492,320,432,414,143,404,475,537,451,688,451,746,419,761,438,760,186,614,476,623,478,620,416,713,324,577,456,532,411,614,305,499,484,524,180,454
400.132.9.2.jpg,227,368,508,326,454,435,145,400,512,546,501,714,510,757,490,788,503,783,208,667,511,619,522,638,476,718,360,603,485,531,473,638,319,522,526,524,175,500
400.133.11.2.jpg,225,349,487,326,441,433,137,440,497,537,464,693,459,752,435,773,450,769,216,658,502,633,511,636,434,690,318,596,477,541,453,619,303,517,514,517,182,481
400.134.16.1.jpg,252,349,508,311,450,403,153,399,517,512,505,652,518,690,486,732,507,716,222,616,525,583,539,588,471,657,368,569,497,505,482,581,342,503,519,485,203,448
400.136.14.2.jpg,210,398,476,319,423,432,120,471,487,539,471,707,479,745,457,771,473,762,228,662,493,617,502,624,448,701,340,602,478,546,456,620,312,542,497,523,171,501
400.137.14.2.jpg,239,356,520,331,453,443,151,429,504,569,458,713,450,749,430,769,441,765,200,641,512,643,522,647,429,703,332,590,475,564,464,627,318,527,516,536,189,481
400.139.15.1.jpg,191,315,470,260,404,376,107,396,478,494,453,636,467,703,439,726,457,723,178,636,479,563,487,573,417,639,320,556,449,488,442,563,282,487,482,476,146,450
400.14.14.2.jpg,233,368,509,355,451,476,137,443,474,623,448,769,451,817,434,839,445,830,150,686,466,692,483,708,422,774,290,638,464,622,432,694,301,575,502,596,175,495
400.141.16.2.jpg,216,350,477,300,406,421,118,421,465,524,459,666,473,706,450,733,465,722,196,626,477,596,486,603,429,679,310,568,430,516,423,594,294,501,483,493,155,469
400.142.17.2.jpg,249,365,500,340,446,453,152,435,485,564,450,699,455,756,432,774,449,772,180,656,477,634,492,641,424,705,318,599,450,553,448,627,320,528,492,540,188,501
400.143.16.1.jpg,208,338,484,326,418,430,102,424,463,555,456,705,474,755,449,784,468,775,195,669,479,625,491,635,424,713,312,609,438,543,434,628,289,522,478,534,146,486
400.144.12.1.jpg,209,371,500,336,446,444,116,451,514,564,490,713,491,754,466,782,482,776,209,674,534,638,544,645,441,726,333,624,479,549,472,636,303,541,529,540,160,510
400.145.17.2.jpg,249,419,502,360,465,472,159,486,506,581,482,709,486,770,466,796,482,788,253,708,497,653,518,661,445,726,363,640,483,583,466,653,324,571,522,553,199,539
400.146.15.1.jpg,196,406,473,353,416,474,109,491,495,578,473,741,481,788,458,820,477,811,190,708,504,656,518,668,441,745,319,635,476,581,466,656,293,572,520,565,168,542
400.148.15.2.jpg,256,369,509,362,452,460,147,431,479,572,428,736,414,781,397,792,406,787,198,657,484,657,494,662,408,716,321,601,466,573,436,649,315,533,503,554,178,489
400.149.15.2.jpg,242,335,492,278,441,408,104,423,464,525,416,680,396,750,380,762,390,759,183,600,445,608,457,614,390,685,306,549,448,522,419,602,304,494,466,494,189,458
400.15.17.1.jpg,210,356,472,307,419,421,107,415,476,550,442,700,453,741,437,774,449,767,171,652,469,619,480,636,416,695,311,593,455,545,427,613,285,523,503,527,149,476
400.150.14.2.jpg,191,303,448,238,403,352,98,378,481,461,481,597,482,683,464,696,473,692,210,613,491,526,507,537,459,606,335,535,448,453,452,535,296,461,500,434,140,437
400.152.13.2.jpg,228,406,504,344,450,471,137,461,490,589,469,749,478,811,461,834,475,829,199,709,495,671,506,678,443,747,328,646,477,594,462,665,310,558,496,547,174,521
400.153.14.2.jpg,213,312,483,300,435,405,120,395,471,533,448,718,452,755,434,774,445,771,202,639,480,613,500,625,420,701,311,576,457,543,438,612,292,506,470,507,151,428
400.155.17.2.jpg,194,356,457,346,409,440,118,437,474,568,460,716,463,765,434,795,454,787,189,671,495,637,506,647,431,720,305,613,460,573,445,638,279,538,469,534,156,488
400.156.18.2.jpg,216,337,459,261,422,391,122,408,467,492,436,678,440,711,414,728,429,723,206,598,480,585,494,589,421,658,311,553,448,503,429,578,303,485,447,473,177,463
400.157.16.2.jpg,243,348,485,348,429,441,146,404,467,561,425,689,410,759,396,773,405,768,158,640,471,636,482,651,387,695,312,598,445,561,421,632,308,520,492,539,179,460
400.159.14.2.jpg,246,331,507,300,457,414,150,367,475,515,448,668,445,735,410,745,429,745,218,591,480,609,491,616,411,676,331,575,457,532,444,606,312,495,499,495,183,431
400.160.12.1.jpg,202,354,442,259,402,377,124,402,472,469,455,599,460,627,450,653,458,642,230,582,477,532,494,542,415,621,342,526,443,454,442,529,301,467,481,447,180,450
400.161.11.2.jpg,245,369,505,314,458,440,130,438,516,530,472,694,464,735,438,756,455,752,216,636,520,619,536,622,441,696,359,586,494,526,484,613,317,519,524,503,185,478
400.162.11.1.jpg,201,377,468,349,411,465,115,453,459,543,437,720,436,757,416,773,428,769,179,659,476,634,490,656,401,730,318,616,444,553,427,637,278,550,492,538,146,503
400.164.9.2.jpg,249,346,522,291,471,407,182,424,521,504,510,657,514,707,493,723,507,721,238,627,534,583,549,576,474,672,387,565,490,494,494,577,341,497,527,479,211,450
400.166.9.1.jpg,282,388,522,345,452,463,160,453,503,541,468,680,457,716,430,732,445,728,233,597,498,590,500,589,450,663,354,568,461,520,459,595,342,517,523,503,217,486
400.169.10.1.jpg,194,351,456,313,421,409,102,408,478,515,458,669,461,704,426,731,448,725,205,628,486,594,491,597,428,672,321,567,448,502,450,588,293,508,475,498,157,460
400.17.8.1.jpg,213,370,504,294,446,434,138,452,502,543,461,697,460,749,443,757,454,755,222,668,499,612,517,625,428,689,346,589,483,535,458,620,318,521,528,513,181,494
400.171.17.2.jpg,199,322,459,298,401,409,87,414,446,524,440,650,452,693,433,718,446,710,191,622,449,584,469,592,413,657,281,563,413,517,411,585,267,492,468,506,122,448
400.172.17.2.jpg,243,360,492,312,443,432,159,436,505,558,487,727,496,771,475,789,490,784,203,684,520,632,531,640,454,709,340,608,473,553,469,629,324,528,514,523,189,502
400.173.17.2.jpg,224,343,482,297,437,400,136,424,513,527,484,691,484,738,460,762,474,757,221,632,514,607,527,617,465,688,352,592,494,532,491,607,316,514,525,506,190,471
400.174.17.1.jpg,244,373,542,363,460,465,142,425,486,629,433,797,432,841,409,868,422,860,170,702,493,705,503,709,418,770,294,643,457,620,425,696,303,560,504,586,161,511
400.175.18.2.jpg,209,384,479,330,430,452,118,432,469,561,455,683,461,738,443,762,455,756,201,647,471,629,485,635,425,701,322,601,460,563,435,619,297,533,478,538,163,489
400.177.17.2.jpg,224,349,507,288,451,407,118,403,493,527,476,676,485,716,454,743,475,738,181,674,510,595,520,603,437,667,320,575,470,532,457,592,314,499,515,503,155,455
400.178.17.2.jpg,209,330,466,286,421,396,128,419,468,523,440,672,441,740,425,756,436,753,185,608,480,606,485,616,424,675,301,563,447,524,435,596,291,493,484,497,171,456
400.179.18.2.jpg,225,380,481,374,420,473,126,450,483,573,453,716,452,763,431,780,444,777,165,661,488,651,503,660,425,719,303,612,460,576,442,643,291,555,493,562,162,496
400.180.12.2.jpg,225,306,492,294,437,382,149,377,474,499,449,663,447,722,418,737,438,738,226,592,482,570,495,578,431,653,318,538,452,500,448,566,286,468,485,480,194,404
400.182.16.2.jpg,199,340,451,325,408,425,108,386,453,524,432,693,440,734,415,758,432,753,147,619,475,621,487,607,406,690,292,575,429,531,427,613,270,505,464,508,148,430
400.183.8.2.jpg,223,370,506,332,431,448,138,439,492,552,488,687,488,735,467,752,482,749,249,639,503,620,518,633,456,715,353,601,457,537,435,615,309,538,510,533,173,479
400.184.9.2.jpg,214,382,472,338,435,431,121,422,476,520,468,663,477,700,460,732,473,724,227,638,481,591,486,597,444,676,343,574,442,499,445,593,301,513,487,500,167,475
400.186.11.2.jpg,198,386,443,304,416,429,120,472,469,528,450,703,451,747,433,762,445,759,191,648,476,613,498,626,428,704,339,603,450,542,423,624,296,538,482,512,166,523
400.187.10.2.jpg,187,375,464,318,427,440,81,462,478,577,414,735,390,792,362,806,377,802,108,680,463,665,486,686,377,737,298,628,463,577,408,662,263,558,493,550,108,521
400.188.11.1.jpg,232,314,496,295,441,398,115,384,480,510,434,671,423,736,404,742,414,741,172,612,478,595,509,597,415,670,334,562,461,512,426,598,319,487,498,475,157,443
400.189.12.2.jpg,230,373,471,315,439,432,153,451,491,532,468,699,468,739,449,759,459,756,225,640,499,614,506,616,448,703,374,600,467,529,461,612,323,521,510,513,181,485
400.191.9.1.jpg,231,458,480,448,426,554,140,527,468,660,456,803,454,839,437,857,448,854,191,721,483,725,473,729,426,800,332,692,439,640,416,710,302,618,481,638,177,577
400.192.13.1.jpg,207,375,508,327,447,438,125,466,514,545,488,687,493,722,449,748,480,743,212,660,523,611,540,622,456,677,327,593,480,535,469,617,307,532,528,517,158,495
400.193.8.1.jpg,235,362,507,317,458,439,125,393,491,524,468,669,472,716,454,727,467,726,220,619,484,586,508,591,432,680,360,576,457,501,444,602,318,501,518,502,180,468
400.195.11.1.jpg,172,273,436,234,396,351,91,377,483,456,470,607,478,649,466,669,474,665,144,589,505,516,527,531,432,607,282,503,440,442,415,534,263,451,498,438,129,404
400.196.9.2.jpg,196,364,464,322,421,426,96,444,492,540,449,683,448,738,416,754,437,753,162,646,486,612,506,610,413,689,316,585,462,526,414,616,280,522,502,519,138,482
400.197.12.1.jpg,237,373,498,315,452,445,137,460,512,550,506,714,501,762,468,787,486,783,242,665,534,642,541,640,465,725,354,608,483,552,496,640,322,539,534,525,183,484
400.198.10.2.jpg,209,267,460,238,407,354,131,351,459,454,438,619,439,675,416,693,428,688,181,563,468,545,489,546,397,626,314,515,428,454,431,545,285,435,471,426,168,392
400.2.7.2.jpg,233,387,491,347,448,459,130,469,494,578,472,694,472,742,455,768,468,762,207,650,490,635,506,645,423,734,345,603,455,557,452,627,318,543,498,554,181,503
400.200.9.1.jpg,216,364,503,357,456,449,129,432,495,572,449,743,447,769,427,791,440,786,200,627,494,651,512,654,431,731,348,599,457,556,449,640,312,530,516,543,180,466
400.203.6.2.jpg,220,317,472,264,419,379,139,403,468,453,466,603,467,646,442,668,456,662,219,548,470,538,466,526,436,627,346,515,447,445,436,536,310,451,485,438,186,425
400.204.9.2.jpg,196,375,462,341,401,445,98,449,458,546,428,673,429,728,418,739,426,736,177,632,456,606,469,621,392,691,320,590,427,525,415,609,283,525,475,527,148,492
400.207.8.1.jpg,236,339,512,321,451,428,129,388,505,530,459,662,453,704,440,718,448,712,228,621,483,608,494,612,423,677,345,566,471,506,455,595,309,504,522,505,178,466
400.208.8.2.jpg,209,367,498,333,448,448,113,439,502,543,476,688,476,727,443,754,463,749,193,650,499,617,509,636,432,716,332,593,481,534,458,627,309,531,524,524,157,492
400.209.10.2.jpg,187,350,437,318,405,421,99,429,451,539,440,672,441,718,426,736,435,729,174,635,455,596,465,618,399,687,313,577,418,513,420,600,282,508,468,518,141,473
400.21.15.2.jpg,231,408,501,356,449,475,125,479,500,611,466,776,464,828,437,851,454,844,184,690,516,692,528,700,452,762,332,651,483,613,1,1,294,578,525,573,170,517
400.210.8.2.jpg,202,357,465,334,412,432,124,418,451,535,416,664,416,705,396,727,407,722,167,609,439,598,448,610,388,670,308,566,428,526,411,595,282,502,466,517,156,463
400.212.12.2.jpg,198,348,458,315,420,417,107,404,466,524,426,683,414,728,397,741,406,737,170,599,475,605,482,606,406,670,310,567,446,521,425,594,280,498,479,502,158,453
400.213.11.1.jpg,211,348,482,304,436,415,111,424,493,519,503,680,502,731,483,743,495,740,191,632,521,601,525,594,456,703,366,586,447,508,470,607,305,507,508,500,152,459
400.214.8.1.jpg,213,358,478,317,424,433,115,418,464,521,427,664,425,708,407,726,416,720,184,603,456,591,473,598,380,672,321,559,429,510,427,591,300,496,479,503,164,453
400.215.11.2.jpg,218,337,482,283,426,383,115,395,481,521,446,662,442,727,427,740,438,736,204,620,474,593,501,605,418,670,338,565,455,514,444,584,299,492,505,475,175,470
400.216.12.1.jpg,231,335,478,298,425,419,141,424,470,517,463,683,472,727,448,743,463,740,219,611,473,597,486,605,431,686,346,570,440,514,434,596,307,489,489,497,185,458
400.217.7.2.jpg,219,370,481,295,427,406,152,425,480,510,460,690,464,712,451,735,459,729,225,605,482,598,487,594,432,684,347,568,457,499,429,583,322,500,496,482,195,476
400.218.7.2.jpg,224,405,491,395,428,500,131,475,468,603,429,702,412,764,398,774,407,770,215,659,436,636,463,655,410,730,325,618,439,566,410,649,298,565,487,589,176,524
400.219.10.1.jpg,210,304,480,237,416,376,121,397,503,459,484,609,494,653,474,684,486,681,235,613,495,522,522,548,459,614,345,525,482,455,464,537,316,456,523,439,167,437
400.220.13.2.jpg,199,357,476,317,429,435,106,435,493,540,472,694,474,731,450,760,467,755,212,671,500,612,512,623,439,695,331,590,465,533,458,612,309,523,521,520,149,483
400.221.10.2.jpg,193,362,478,305,434,419,106,443,468,504,452,659,456,690,426,718,443,710,212,612,480,575,486,577,412,663,320,565,436,492,423,572,292,504,489,488,156,476
400.222.9.1.jpg,199,352,463,310,425,422,112,448,493,540,482,682,480,723,451,746,467,742,195,665,508,609,515,604,443,691,350,592,457,522,464,607,301,520,510,525,158,483
400.223.16.2.jpg,235,361,511,334,449,428,139,431,489,558,466,715,469,747,444,768,458,762,211,634,491,623,506,635,428,700,336,591,466,546,456,623,308,524,514,526,174,479
400.224.15.2.jpg,227,359,514,291,464,415,136,439,514,522,488,689,492,737,474,758,483,754,225,654,518,607,525,610,462,674,349,579,491,515,486,602,322,520,519,493,175,487
400.225.12.1.jpg,229,358,483,333,432,446,132,453,483,573,459,750,464,782,443,803,456,796,216,656,491,640,502,643,427,732,324,594,448,558,455,639,310,550,510,541,178,495
400.226..16.2.jpg,235,369,477,334,437,453,126,417,480,537,485,717,492,787,474,802,486,802,255,661,499,626,510,630,455,710,347,610,460,545,477,620,320,524,500,508,173,509
400.227.16.2.jpg,231,383,506,346,454,444,131,445,494,563,461,725,472,772,452,795,465,790,222,644,504,644,514,655,437,719,337,615,474,556,468,639,321,540,508,553,181,490
400.228.15.1.jpg,202,307,489,296,430,410,113,409,487,528,491,731,499,771,479,802,493,795,212,654,470,533,515,624,452,728,342,600,470,533,478,625,281,507,508,510,159,440
400.229.17.2.jpg,229,363,506,318,453,429,133,395,499,568,451,724,454,766,429,797,450,793,195,652,495,641,503,655,412,716,321,609,480,556,450,638,306,526,508,535,179,471
400.23.15.2.jpg,199,353,461,259,419,383,116,436,467,487,486,636,499,667,472,694,489,688,252,633,478,552,487,557,458,638,336,548,435,475,438,554,296,483,494,454,163,476
400.231.15.2.jpg,220,386,494,321,449,433,108,458,503,556,477,727,481,767,460,791,474,784,181,675,509,636,520,645,448,707,300,589,482,556,466,633,307,540,519,524,160,501
400.232.16.2.jpg,202,350,472,252,409,391,116,424,475,493,443,670,445,742,428,762,439,758,202,641,479,591,487,594,426,661,298,563,464,493,434,585,290,491,514,465,173,472
400.233.18.1.jpg,213,335,505,307,442,427,106,422,474,552,432,731,422,792,399,801,414,799,161,654,491,643,499,647,417,719,307,611,459,548,444,639,288,527,497,525,142,465
400.234.18.1.jpg,198,333,467,263,431,378,79,424,483,503,464,683,463,743,440,753,451,751,187,643,500,591,515,594,440,679,302,578,451,488,450,584,276,489,503,469,126,466
400.235.17.1.jpg,201,354,473,302,422,414,124,425,496,519,483,689,484,729,457,749,472,741,206,641,514,595,527,596,452,682,332,580,467,520,468,594,296,508,511,497,158,474
400.236.14.1.jpg,196,355,513,334,438,449,90,407,493,578,462,766,463,810,437,830,452,828,193,673,494,667,511,678,440,757,310,623,479,588,451,656,304,549,509,554,155,490
400.237.18.2.jpg,208,372,490,341,439,444,118,433,500,572,486,723,484,763,453,796,470,790,217,657,510,644,522,652,444,725,322,597,474,562,470,643,307,542,515,555,173,493
400.238.14.1.jpg,213,362,498,332,426,435,108,414,484,557,475,715,488,754,464,788,478,777,173,704,503,633,521,639,432,721,327,620,464,556,461,641,301,544,510,531,146,504
400.239.16.2.jpg,208,359,479,330,431,448,120,400,484,537,476,684,479,735,452,766,465,760,186,665,487,619,501,629,443,701,324,593,453,524,460,620,314,515,498,516,165,482
400.24.12.1.jpg,229,358,491,273,436,412,115,427,495,493,488,673,501,716,483,733,495,728,220,630,510,579,526,594,455,680,342,573,486,512,476,581,312,511,518,477,177,477
400.240.14.1.jpg,207,332,487,308,446,414,120,425,503,529,479,708,484,783,454,797,472,797,200,641,510,617,526,633,453,713,352,604,484,538,493,628,311,526,515,502,173,476
400.241.18.1.jpg,194,327,467,256,414,388,101,401,475,485,467,665,483,705,462,729,476,722,190,639,487,577,493,579,432,651,304,551,464,500,464,573,287,482,486,451,151,457
400.242.16.2.jpg,231,400,494,337,427,453,105,432,473,558,456,702,465,735,445,757,456,750,182,677,466,618,476,625,421,707,308,600,433,541,447,619,297,528,491,542,155,494
400.243.15.1.jpg,216,352,474,297,426,421,106,414,465,516,443,667,447,702,424,727,440,721,189,615,467,591,483,601,415,667,310,560,440,502,435,585,287,498,495,488,149,454
400.244.15.2.jpg,235,339,485,290,443,404,122,391,493,496,473,647,481,694,463,724,477,715,205,636,498,580,508,585,443,653,343,554,476,493,454,575,306,492,515,466,171,463
400.246.18.2.jpg,221,320,490,280,425,373,128,386,477,494,451,641,465,692,447,718,460,710,184,616,491,574,501,579,425,644,321,552,463,501,452,570,302,474,511,477,166,438
400.248.16.1.jpg,222,308,498,234,440,361,118,391,492,485,460,624,470,675,442,707,459,699,178,623,488,564,499,569,424,641,326,543,480,477,443,563,299,479,511,457,157,452
400.249.16.2.jpg,238,365,485,314,426,434,145,433,481,542,475,679,483,718,467,747,477,740,212,631,494,609,505,613,450,683,336,585,455,536,458,607,314,517,505,512,179,470
400.25.15.1.jpg,229,355,501,333,436,437,133,429,506,551,493,712,493,741,472,764,484,757,201,624,520,624,529,626,470,697,342,585,476,543,473,608,310,524,518,536,178,471
400.250.16.2.jpg,236,331,510,308,445,409,137,401,494,519,476,632,495,664,470,694,489,684,205,644,501,573,514,583,434,650,325,571,463,501,458,574,307,501,510,499,166,448
400.251.16.2.jpg,202,382,466,297,410,437,120,448,478,535,427,695,429,758,414,767,423,765,182,653,469,620,482,621,397,694,290,582,458,527,426,610,289,529,498,510,163,493
400.252.16.1.jpg,234,361,484,376,421,470,125,410,491,577,475,722,477,792,449,811,463,810,167,673,493,653,498,663,446,741,325,632,466,550,436,652,295,549,504,560,154,468
400.253.14.2.jpg,255,351,510,313,445,429,137,380,495,543,455,706,456,773,439,785,448,784,196,644,501,630,509,638,431,705,316,593,479,547,456,627,326,506,517,520,177,457
400.254.16.2.jpg,185,312,450,288,408,390,96,384,438,515,405,680,396,749,376,759,386,755,171,604,451,598,445,599,384,659,277,552,414,511,418,593,265,477,471,496,140,431
400.255.16.2.jpg,213,360,502,322,431,431,108,422,486,555,458,694,477,751,448,776,469,772,165,669,485,629,497,641,412,706,297,606,451,545,441,631,292,528,501,534,145,480
400.256.9.1.jpg,258,442,509,345,464,476,153,492,507,570,488,719,491,773,466,787,480,785,247,679,506,640,519,654,455,739,372,638,472,556,484,651,329,566,530,546,210,546
400.257.10.2.jpg,239,372,519,378,443,488,128,426,452,603,422,753,396,817,377,823,388,823,184,666,449,683,439,687,380,770,320,634,425,592,405,666,288,547,477,586,181,476
400.258.7.2.jpg,196,375,473,317,413,428,117,452,476,534,436,687,429,724,407,742,418,736,207,614,459,608,473,613,401,690,322,565,450,520,433,612,304,509,507,510,172,487
400.259.12.2.jpg,217,386,494,388,418,476,129,428,450,591,370,729,349,771,323,776,337,777,172,595,434,659,452,666,358,717,305,607,425,576,404,633,283,539,468,564,174,473
400.26.9.2.jpg,214,342,477,273,425,383,133,412,478,475,472,600,482,636,470,659,479,653,259,583,489,546,495,543,445,624,347,528,450,460,448,537,311,462,497,456,182,451
400.260.14.1.jpg,227,382,496,362,424,465,118,427,476,579,440,707,440,759,419,779,431,774,152,671,470,634,492,656,401,713,292,607,455,578,420,642,287,552,489,546,143,494
400.263.14.2.jpg,203,323,481,278,435,410,108,424,496,524,481,684,487,720,465,745,478,739,195,654,493,591,500,613,449,676,313,589,439,507,454,602,283,503,508,502,144,470
400.264.18.1.jpg,223,346,502,319,440,438,121,412,508,546,490,737,495,776,469,813,485,810,170,681,520,637,530,646,458,726,303,599,489,558,485,639,299,524,513,521,150,463
400.266.13.1.jpg,208,383,451,279,425,396,166,476,504,491,516,628,520,675,503,694,515,689,228,632,525,547,538,559,486,645,357,562,476,477,487,559,324,514,516,471,199,507
400.267.17.1.jpg,218,312,498,296,431,419,116,397,474,544,409,723,400,774,383,782,393,785,161,629,473,640,491,636,386,710,309,573,448,533,432,619,301,494,515,512,152,441
400.268.18.2.jpg,224,352,478,313,436,418,134,427,485,521,467,683,463,745,441,757,455,756,205,662,498,601,505,609,446,675,304,573,467,535,465,608,313,507,511,493,178,482
400.269.18.2.jpg,236,352,504,300,453,423,135,433,510,522,474,699,475,754,453,777,467,771,192,653,506,622,520,630,447,697,340,595,479,542,469,623,328,508,541,506,183,491
400.27.17.1.jpg,216,365,510,329,434,451,110,421,493,572,450,724,450,765,423,794,437,791,185,631,491,644,498,649,422,718,323,608,469,567,437,635,297,531,509,556,152,479
400.270.8.1.jpg,238,373,510,407,455,494,132,433,495,607,464,742,450,805,427,815,441,816,195,686,499,686,508,694,401,760,340,630,468,594,453,672,321,567,529,590,172,499
400.271.16.2.jpg,183,333,464,282,407,397,87,416,475,506,443,663,435,733,413,747,426,744,170,616,488,592,492,592,416,666,304,559,444,508,444,586,281,487,503,478,131,449
400.272.18.1.jpg,212,346,493,310,449,418,115,385,522,529,509,677,530,747,519,765,527,759,198,688,520,603,546,629,480,671,346,600,520,552,484,611,323,518,546,505,159,475
400.273.15.2.jpg,213,343,511,306,449,435,106,417,496,544,480,688,491,726,461,759,482,748,206,662,512,613,516,619,451,692,322,584,488,531,467,617,303,510,525,524,150,459
400.274.18.2.jpg,186,331,445,261,401,378,92,399,459,493,430,670,422,723,396,740,410,737,176,582,474,579,489,586,394,668,294,538,434,485,415,575,281,472,475,462,144,448
